500
0.000000 7.584713
0.000000 7.584713
0.000000 7.584713
0.660732	0.706059	0.849378	1.000000
1.412770	1.562398	0.837489	1.000000
0.723850	1.614425	1.563676	1.000000
1.499912	0.783121	1.529424	1.000000
0.610141	0.836804	2.240831	1.000000
1.505710	1.665779	2.347202	1.000000
0.672621	1.574262	2.972460	1.000000
1.400792	0.881725	2.993562	1.000000
0.738438	0.930734	3.744487	1.000000
1.439669	1.690985	3.803989	1.000000
0.750696	1.676242	4.582704	1.000000
1.466761	0.897444	4.494393	1.000000
0.785354	0.850251	5.275259	1.000000
1.486532	1.599018	5.365460	1.000000
0.705668	1.560216	6.083882	1.000000
1.477902	0.850589	6.143546	1.000000
0.702403	0.866896	6.891071	1.000000
1.471179	1.550093	6.907283	1.000000
0.700467	1.486601	0.103137	1.000000
1.449014	0.774988	0.076951	1.000000
0.710852	2.334373	0.818059	1.000000
1.481505	3.078593	0.781221	1.000000
0.709778	3.050306	1.560889	1.000000
1.472807	2.395353	1.594514	1.000000
0.761659	2.378630	2.321197	1.000000
1.476971	3.122634	2.286303	1.000000
0.714275	3.099948	3.055073	1.000000
1.455330	2.390512	3.089054	1.000000
0.637816	2.331610	3.719568	1.000000
1.497614	3.113577	3.850536	1.000000
0.690709	3.032165	4.546537	1.000000
1.478145	2.369587	4.593707	1.000000
0.672840	2.294463	5.369646	1.000000
1.482096	3.167340	5.373418	1.000000
0.702550	3.016972	6.164450	1.000000
1.433001	2.280500	6.144336	1.000000
0.683700	2.246545	6.893046	1.000000
1.476223	3.095142	6.815612	1.000000
0.791965	3.029085	0.006676	1.000000
1.472221	2.263457	0.036185	1.000000
0.688068	3.787190	0.807946	1.000000
1.437792	4.627788	0.793531	1.000000
0.659129	4.648423	1.605890	1.000000
1.458306	3.911210	1.517064	1.000000
0.713112	3.891219	2.320757	1.000000
1.429248	4.592230	2.261495	1.000000
0.691967	4.593409	3.159951	1.000000
1.463202	3.876026	3.153831	1.000000
0.664247	3.802537	3.794934	1.000000
1.443158	4.615883	3.847745	1.000000
0.753293	4.590585	4.585695	1.000000
1.464205	3.843019	4.629589	1.000000
0.710289	3.849870	5.431006	1.000000
