500
0.000000 7.584713
0.000000 7.584713
0.000000 7.584713
7.469826	0.374033	0.892246	1.000000
1.576492	7.127895	1.326002	1.000000
3.146446	0.699856	6.749743	1.000000
5.716245	5.650920	7.046208	1.000000
1.609603	1.500574	3.740648	1.000000
6.535744	1.249683	7.518716	1.000000
2.588693	6.575958	1.089505	1.000000
0.002149	2.047070	1.930685	1.000000
5.328299	2.691233	2.086412	1.000000
2.687365	1.285302	3.027516	1.000000
1.955144	3.753208	5.151757	1.000000
2.511618	5.077064	4.640207	1.000000
0.572338	3.956660	3.594623	1.000000
3.780477	0.425352	5.227732	1.000000
0.065013	4.604168	6.374895	1.000000
1.492481	7.278800	3.860295	1.000000
1.591192	7.462139	0.099693	1.000000
2.600042	0.616813	5.026074	1.000000
1.627057	3.335417	2.040479	1.000000
1.805292	3.209942	1.479650	1.000000
1.956500	1.497382	7.186125	1.000000
5.074098	3.980578	5.286124	1.000000
5.369541	3.808630	2.940958	1.000000
0.286228	2.713789	1.130818	1.000000
0.617677	1.304221	0.188730	1.000000
0.516487	3.393956	1.203982	1.000000
1.573022	4.609728	3.867344	1.000000
2.847171	2.498095	4.671150	1.000000
0.404174	1.409460	3.439388	1.000000
3.149672	4.383057	3.775399	1.000000
1.266160	4.865612	3.477589	1.000000
0.677466	2.434280	7.373628	1.000000
2.183410	3.592580	2.807334	1.000000
0.785943	2.205913	6.751390	1.000000
1.660189	7.256974	4.694208	1.000000
2.954752	5.050461	6.799972	1.000000
6.367717	1.360116	5.850055	1.000000
0.312363	2.983086	4.889386	1.000000
6.583733	1.696712	2.508677	1.000000
1.928842	4.979405	1.339831	1.000000
0.802642	5.355016	1.061370	1.000000
1.702468	2.287511	0.256873	1.000000
0.332476	1.239044	3.695850	1.000000
7.072400	3.904696	1.650440	1.000000
2.693556	1.686435	5.224218	1.000000
3.215997	5.683620	3.374289	1.000000
0.216289	6.048093	2.302522	1.000000
0.570943	5.492664	4.134277	1.000000
5.936788	2.032175	5.326415	1.000000
1.748791	2.677676	1.822828	1.000000
0.372452	4.861205	5.421814	1.000000
7.182057	3.068563	6.998040	1.000000
2.288357	1.059276	0.303653	1.000000
4.264100	2.975304	3.830225	1.000000
6.279635	0.337881	5.377557	1.000000
0.050249	5.768574	3.444767	1.000000
6.650732	4.190288	7.304091	1.000000
1.034326	3.023203	3.373739	1.000000
1.627550	5.087454	0.583117	1.000000
4.285244	3.232419	7.061006	1.000000
