172
0.000000 5.754244
0.000000 5.754244
0.000000 5.754244
3.532141	4.632788	4.179482	1.000000
3.615160	2.019280	0.100869	1.000000
1.984019	4.546578	3.315117	1.000000
3.000533	2.843942	1.908083	1.000000
0.425426	0.911089	1.626019	1.000000
2.280348	0.393963	2.957579	1.000000
2.472075	5.622111	4.662090	1.000000
2.305056	2.936079	4.385703	1.000000
1.972212	1.386116	3.158299	1.000000
0.673392	2.550522	0.317086	1.000000
0.820715	1.649939	3.362495	1.000000
1.624188	4.982307	4.756243	1.000000
2.433043	3.309138	5.372806	1.000000
4.718376	4.178285	2.798496	1.000000
2.105870	4.521126	1.467269	1.000000
1.383416	0.856188	1.330714	1.000000
2.464220	4.457450	5.216352	1.000000
1.274380	0.304979	4.577158	1.000000
3.037655	3.906958	1.344012	1.000000
2.955739	0.027275	3.622993	1.000000
2.574030	3.466960	2.564750	1.000000
5.299987	2.418688	0.370953	1.000000
2.204486	0.776648	3.962525	1.000000
0.675045	3.437423	5.384851	1.000000
0.751974	2.440715	2.308940	1.000000
3.525634	4.914164	1.444312	1.000000
3.902376	5.104155	2.746152	1.000000
3.613944	1.152171	0.717538	1.000000
4.596060	0.466826	3.190254	1.000000
4.962043	0.400682	2.234970	1.000000
0.522893	4.426057	1.874507	1.000000
0.832361	4.843154	0.773074	1.000000
2.131440	2.229502	1.779343	1.000000
3.967202	1.333232	4.942125	1.000000
5.051484	2.002254	1.421488	1.000000
1.921490	3.333209	3.409894	1.000000
2.629833	5.643647	5.728751	1.000000
3.817775	4.081391	3.273036	1.000000
3.083490	5.394250	2.220746	1.000000
2.773272	1.314697	5.688179	1.000000
0.491260	4.156892	4.509635	1.000000
4.537767	1.613330	0.511545	1.000000
5.600541	1.247734	0.868782	1.000000
1.187336	3.946255	1.282522	1.000000
4.464666	0.360445	4.886817	1.000000
4.938540	1.608827	4.935811	1.000000
4.470315	3.812547	0.165343	1.000000
3.754209	0.498330	5.583806	1.000000
5.518324	2.688802	2.129542	1.000000
3.862453	0.072042	4.084764	1.000000
4.924400	5.136906	2.056555	1.000000
4.987771	0.569160	5.714050	1.000000
1.726916	4.687050	0.164559	1.000000
3.042051	4.772168	3.309593	1.000000
2.370845	0.046012	1.636715	1.000000
0.790414	1.157940	4.956819	1.000000
0.488238	0.850145	3.988482	1.000000
1.423612	1.575077	2.313526	1.000000
4.507190	1.025356	4.069916	1.000000
2.426010	1.667999	4.637050	1.000000
4.395458	3.359680	2.314239	1.000000
4.531760	4.309826	1.335170	1.000000
0.379096	2.054777	1.155804	1.000000
1.133016	4.675478	3.887614	1.000000
3.308743	1.769491	1.856165	1.000000
4.192002	2.335551	4.953454	1.000000
5.456598	1.454360	2.261242	1.000000
4.546950	5.304227	1.098792	1.000000
2.502050	4.740550	4.173768	1.000000
4.936765	2.384507	4.150274	1.000000
4.346821	2.853751	3.239355	1.000000
1.944311	5.262326	2.438681	1.000000
1.613302	3.062628	2.332284	1.000000
3.284100	1.107187	3.636646	1.000000
1.865758	0.969761	0.452528	1.000000
1.896062	3.936106	4.230548	1.000000
2.756100	2.243352	3.822239	1.000000
3.832039	3.141835	5.444692	1.000000
3.379701	2.420119	1.039334	1.000000
3.168744	3.801615	4.894822	1.000000
0.545460	0.887790	2.737497	1.000000
5.060619	0.151547	4.018165	1.000000
0.771528	2.357462	4.466888	1.000000
2.504577	2.294972	5.632573	1.000000
3.358589	3.151021	3.211320	1.000000
3.303577	0.735377	1.672211	1.000000
5.292695	5.506925	5.202466	1.000000
5.447761	3.411411	0.000520	1.000000
3.184488	0.644324	4.753408	1.000000
2.343428	2.662832	0.838538	1.000000
5.304218	4.054716	1.962747	1.000000
1.220081	5.658426	5.656789	1.000000
4.325644	2.662234	0.495980	1.000000
0.102923	3.942911	3.464901	1.000000
4.568153	5.012532	4.486810	1.000000
3.155871	2.473980	4.810290	1.000000
1.285375	2.732367	1.292645	1.000000
0.076647	5.325171	0.296605	1.000000
5.734638	1.777638	4.095077	1.000000
3.297865	4.332807	0.118507	1.000000
5.258625	4.482803	0.282961	1.000000
5.509141	4.805786	1.301327	1.000000
1.152791	3.960703	3.183215	1.000000
0.280754	0.419111	5.558733	1.000000
4.439870	1.099678	1.461779	1.000000
2.334376	2.323095	2.880554	1.000000
0.326456	3.932831	0.643078	1.000000
4.787943	3.752903	3.758986	1.000000
0.680532	5.566731	3.756146	1.000000
5.162328	1.345225	3.349365	1.000000
4.544413	2.150362	2.490915	1.000000
5.614083	0.088461	3.100493	1.000000
5.345167	4.141270	5.007859	1.000000
1.708817	1.857391	0.932509	1.000000
5.724557	1.621747	5.613739	1.000000
4.958384	3.259903	1.138129	1.000000
1.551716	4.017490	5.178922	1.000000
0.079054	3.046095	4.040265	1.000000
5.500724	4.884590	4.062848	1.000000
5.577857	0.779120	4.745024	1.000000
4.073064	0.023338	1.958098	1.000000
3.848798	3.008501	4.248499	1.000000
3.935411	3.449142	1.236797	1.000000
2.819498	3.661915	3.900345	1.000000
3.500163	2.139199	2.880061	1.000000
3.459651	5.160411	5.207983	1.000000
2.341123	3.920265	0.619018	1.000000
1.479258	1.620414	4.295587	1.000000
0.550616	5.319021	4.796097	1.000000
1.247795	0.295837	2.298112	1.000000
1.263611	5.311342	1.596027	1.000000
0.895795	1.290240	0.453974	1.000000
5.325238	0.285278	0.871314	1.000000
4.011886	1.970577	3.748691	1.000000
1.829346	5.673126	0.746819	1.000000
4.648422	3.288942	4.802193	1.000000
1.528656	1.771666	5.298130	1.000000
0.727953	0.332720	0.699611	1.000000
2.076945	3.439245	1.497908	1.000000
2.302157	1.136661	1.708245	1.000000
0.666811	3.486666	2.273961	1.000000
0.957948	5.172377	2.763413	1.000000
4.269103	4.970565	0.031501	1.000000
4.143965	4.229644	5.042579	1.000000
0.520744	4.522522	5.527116	1.000000
3.588288	4.062333	2.222174	1.000000
1.086984	3.321043	4.318188	1.000000
0.851469	2.983279	3.318521	1.000000
1.698450	4.083662	2.277285	1.000000
4.693915	5.101683	3.397711	1.000000
5.571391	4.854231	2.945312	1.000000
1.430093	3.237740	0.318234	1.000000
2.630946	4.895020	0.647412	1.000000
1.625623	2.389825	3.589358	1.000000
5.462780	2.686971	4.951334	1.000000
1.860553	5.462332	3.747112	1.000000
2.739836	0.560971	0.813137	1.000000
2.835500	1.177645	2.629913	1.000000
0.037201	2.275595	3.129866	1.000000
0.212715	5.453523	2.071889	1.000000
1.303643	0.549314	3.414390	1.000000
5.265585	3.207416	2.994590	1.000000
4.219638	2.576609	1.643097	1.000000
3.635057	0.320243	2.916090	1.000000
3.965281	1.269713	2.497644	1.000000
0.225339	3.249477	1.385662	1.000000
3.672819	0.033896	0.806850	1.000000
2.681720	1.622197	0.882352	1.000000
3.117663	3.309634	0.398535	1.000000
1.467718	2.779697	5.080942	1.000000
2.609829	4.498492	2.387649	1.000000
1.955680	0.636631	5.248996	1.000000
